loss,acc,val_loss,val_acc
4.030953145388401,2.3753157,3.9539281597620324,2.737342
3.963235280730508,2.7975063,3.9559058092817474,3.2120254
3.9438170610052166,3.286774,3.9382713836959646,3.698576
3.919155355053719,3.7129104,3.9156212993814976,4.058544
3.8940237369200195,3.8983586,3.87282480529592,4.556962
3.864407769357315,4.6559343,3.832904933977731,4.984177
3.8439942038420476,4.959754,3.8127401557149767,5.672468
3.819963472058075,5.6068497,3.789303689666941,6.099684
3.7972857217596037,5.8080807,3.763620876360543,6.886867
3.771731830606557,6.545928,3.7391062827049932,7.231013
3.7442918185031777,6.9799557,3.7160124205335787,7.863924
3.7191526233547867,7.623106,3.6936459336099747,8.63133
3.6903707692117402,8.376736,3.6601243019104004,9.29193
3.6545797532254998,9.205335,3.6406445219546932,9.6479435
3.619225750065813,9.801136,3.6110068297084372,10.65269
3.5944616662131414,10.720486,3.5806463561480557,11.238133
3.554394401685156,11.647727,3.5937970620167405,11.095728
3.518052673099017,12.598642,3.5286292208900933,12.863924
3.484953630452204,13.241793,3.501917519146883,13.69462
3.4412604215169194,14.642519,3.4800127681297592,14.22864
3.41441241719506,15.336964,3.4529630799836752,14.988133
3.3734073638916016,16.390467,3.4329448186898532,15.359968
3.3324976352730182,17.234848,3.4021534557583966,16.182753
3.3051839193912467,18.635574,3.3789330434195604,17.5
3.269918958346049,19.298452,3.3625919130784045,18.049843
3.2364210510494735,19.906092,3.3492820262908936,17.998417
3.204650011327532,21.002998,3.323483314393442,19.0625
3.1701818048351944,22.044666,3.296864098536817,19.76266
3.1377933242104272,22.98769,3.288472953627381,20.114716
3.107997815416317,23.58349,3.2828138565715355,20.648735
3.084401846534074,24.297665,3.249535895601104,21.621836
3.0476368593447134,25.256472,3.211484785019597,23.006329
3.0250204440319175,26.20344,3.2270609089090856,22.080696
2.99074808636097,27.23327,3.2167589468292044,22.72152
2.969553614505614,28.128946,3.20944660645497,23.41772
2.938682998069609,28.57481,3.177911309049099,24.046677
2.9097529890561344,29.474432,3.195917665203915,23.856804
2.8963061161715573,29.837437,3.1493826232378996,25.217564
2.8752342721428534,30.89094,3.1425559255141247,25.102848
2.847611558557761,31.451231,3.1344162325315836,25.379747
2.8255968274492207,32.20486,3.1181044352205496,26.309336
2.799593154830162,33.30177,3.1097684857211534,26.70886
2.790726470224785,33.258366,3.125382321997534,25.763449
2.7643983556766702,34.0988,3.1055211607413957,27.108387
2.7364607055981955,35.041824,3.1179411142687252,27.088608
2.7311570415593156,34.951073,3.101324664791928,27.16772
2.709879712022916,35.424557,3.0790495063685164,27.662184
2.7001148673019024,36.063763,3.061521508422079,28.23576
2.687289095888234,36.276833,3.05543381413327,28.564083
2.6535299348108694,37.136993,3.0730187696746634,28.065664
2.6439341583637277,38.012943,3.05832163533078,28.76978
2.62939551141527,38.194443,3.059520936012268,28.73022
2.616582984876151,38.407513,3.0360783564893503,29.806171
2.604415522681342,38.60874,3.05437460066397,29.094145
2.586582321109194,39.82797,3.187458519995967,25.696203
2.5816122564402493,40.025253,3.034727545327778,29.774525
2.5612816280788846,40.37642,3.034098519554621,29.59652
2.5429713226327992,41.102432,3.01509724085844,30.067247
2.5410598028789866,41.14978,3.0247737078727046,30.510284
2.520401726467441,41.942867,3.0278223743921595,30.0
2.3374045969861927,48.350693,2.9154737047002284,33.61946
2.2622543753999653,51.069286,2.8890256957162785,34.43829
2.241082337167528,51.779514,2.8841342065907734,34.885284
2.212489027868618,52.742268,2.8744517103026186,35.257122
2.1934904317663175,53.397255,2.8718205228636537,35.407436
2.1722820271747283,54.09959,2.8748342215260374,35.209652
2.169329189892971,54.229797,2.860647111301181,35.94541
2.1577357568524103,54.47838,2.867988209181194,35.830696
2.1567296078710845,54.502052,2.865070114860052,35.70807
2.1255836583147145,55.602905,2.8633297775365127,35.941456
2.1272723156996447,54.904514,2.8645503762402114,35.767406
2.132958771303447,55.378,2.8612590614753435,35.8663
2.1117327836426822,56.26973,2.864164311674577,36.05617
2.116762492692832,55.910667,2.8587526390824136,36.00079
2.0938791455042485,56.91288,2.862171292908584,35.95728
2.094644216274974,56.19476,2.8444938870924936,36.518986
2.0851054814728824,57.27194,2.8509139945235433,36.40032
2.090422965661444,56.833965,2.847598962542377,36.503166
2.073163056614423,57.788826,2.8451155795326715,36.689083
2.0689214534229703,58.049244,2.8447176915180834,36.65348
2.0720383157633773,57.72175,2.8452460041529015,36.752373
2.0684156782097287,57.662563,2.8450262353390077,36.716774
2.0628535976313582,57.75726,2.854668257508097,36.772152
2.053283502959242,58.230743,2.844878602329689,36.977848
2.051743227725077,57.824337,2.84132133254522,36.91456
2.0499041318291367,58.431976,2.841766479950917,37.064873
2.05102492041058,58.128155,2.844093033331859,37.140034
2.0348876227032053,58.94492,2.8432193526738807,37.100475
2.0251221629706295,58.94492,2.836266780804984,37.51978
2.031147412579469,58.305714,2.8396753715563423,37.266613
2.0072248800836427,60.07339,2.837574251995811,37.575157
2.0075892980652625,59.749844,2.842078546632694,37.36946
1.9985393695156983,59.832703,2.8379571866385542,37.254745
2.0026298797491826,59.891888,2.838930766793746,37.43671
1.9897310775939865,60.71654,2.8420322149614745,37.19541
1.9898735209546907,60.665245,2.834911148759383,37.420887
1.9921097111220312,60.13652,2.841406380677525,37.30617
1.9941381086604764,60.029987,2.833598187603528,37.377373
1.9868745749646968,60.988792,2.829344342328325,37.503956
1.988639124114104,60.333805,2.8302339291270777,37.511868
1.97886092283509,60.70865,2.836736296702035,37.163765
1.988923163426043,60.195705,2.8357761727103705,37.191456
1.986437768647165,60.456123,2.8380478720121745,37.47231
1.988621013935166,60.791508,2.8319860229009315,37.43671
1.9890829893675717,60.416668,2.8388064076628865,37.50791
1.9876697822050615,60.456123,2.8300381944149353,37.424843
1.9899127636895035,60.282513,2.830550380296345,37.598892
1.989689092443447,60.424557,2.832978180692166,37.4288
1.9783274323651285,61.0756,2.8303866247587566,37.551426
1.9801528857211874,60.64157,2.8316796674004086,37.444622
1.9848663388478636,60.27462,2.8386907698232915,37.25079
1.9804573757479889,60.933556,2.826313256613816,37.757122
1.9888219038645427,60.46796,2.8384239896943297,37.43671
1.9799749387635126,60.657356,2.830891036685509,37.745255
1.9817055081478272,60.898045,2.8512785449812683,37.05696
1.976719805688569,61.016415,2.837033526505096,37.614716
1.9768354188312183,61.063763,2.8313760992846913,37.43671
1.9793241276885525,61.032196,2.8304539315308195,37.59098
1.9845578814997817,60.460068,2.839380698867991,37.175632
1.9792168290928156,60.878315,2.8390556558778015,37.440666
